"nm_municipio";"nm_uf";"oper";"ano";"trabalhadores_resgatados"
"Redenção";"Pará";1;2003;49
"Redenção";"Pará";1;2003;140
"Bannach";"Pará";2;2003;16
"Bannach";"Pará";2;2003;17
"Rio Maria";"Pará";2;2003;1
"Redenção";"Pará";3;2003;74
"Goianésia do Pará";"Pará";3;2003;15
"João Lisboa";"Maranhão";4;2003;65
"Bom Jardim";"Maranhão";4;2003;13
"Sorriso";"Mato Grosso";5;2003;8
"Sorriso";"Mato Grosso";5;2003;49
"Sorriso";"Mato Grosso";5;2003;0
"Marabá";"Pará";6;2003;16
"Nova Ipixuna";"Pará";6;2003;0
"Curionópolis";"Pará";6;2003;12
"Marabá";"Pará";6;2003;0
"Cumaru do Norte";"Pará";7;2003;99
"Cumaru do Norte";"Pará";7;2003;261
"Rio Maria";"Pará";8;2003;8
"Água Azul do Norte";"Pará";8;2003;1
"Goianésia do Pará";"Pará";8;2003;36
"Paragominas";"Pará";9;2003;21
"Açailândia";"Maranhão";9;2003;0
"Ulianópolis";"Pará";9;2003;42
"Bom Jesus das Selvas";"Maranhão";9;2003;0
"Bom Jesus das Selvas";"Maranhão";9;2003;0
"Itapeva";"São Paulo";10;2003;0
"Poxoréo";"Mato Grosso";11;2003;0
"Jaciara";"Mato Grosso";11;2003;0
"Campo Verde";"Mato Grosso";11;2003;0
"Campo Verde";"Mato Grosso";11;2003;0
"Campo Verde";"Mato Grosso";11;2003;0
"Piçarra";"Pará";12;2003;0
"Sapucaia";"Pará";12;2003;107
"Belém";"Pará";13;2003;0
"Santarém";"Pará";13;2003;0
"Santarém";"Pará";13;2003;0
"Santarém";"Pará";13;2003;0
"Uruará";"Pará";13;2003;0
"Santarém";"Pará";13;2003;0
"Barreiras";"Bahia";14;2003;46
"Novo Mundo";"Mato Grosso";15;2003;136
"Água Azul do Norte";"Pará";16;2003;13
"São Félix do Xingu";"Pará";16;2003;41
"Goianésia do Pará";"Pará";17;2003;26
"Novo Repartimento";"Pará";17;2003;6
"Novo Repartimento";"Pará";17;2003;5
"Marabá";"Pará";18;2003;32
"Marabá";"Pará";18;2003;28
"Marabá";"Pará";18;2003;0
"Ananás";"Tocantins";19;2003;11
"Araguanã";"Tocantins";19;2003;54
"Curionópolis";"Pará";20;2003;0
"Pau D'Arco";"Pará";20;2003;0
"Curionópolis";"Pará";20;2003;0
"Canaã dos Carajás";"Pará";20;2003;0
"Pau D'Arco";"Pará";20;2003;0
"Pau D'Arco";"Pará";20;2003;0
"Redenção";"Pará";20;2003;0
"Redenção";"Pará";20;2003;0
"Canaã dos Carajás";"Pará";20;2003;0
"Porto Velho";"Rondônia";21;2003;0
"Itaporã do Tocantins";"Tocantins";22;2003;24
"Araguaína";"Tocantins";22;2003;2
"Araguaína";"Tocantins";22;2003;6
"Ananás";"Tocantins";22;2003;29
"Campos dos Goytacazes";"Rio de Janeiro";23;2003;108
"Campos dos Goytacazes";"Rio de Janeiro";23;2003;156
"Ribas do Rio Pardo";"Mato Grosso do Sul";24;2003;0
"Marabá";"Pará";25;2003;7
"São João do Araguaia";"Pará";25;2003;17
"Marabá";"Pará";25;2003;17
"Marabá";"Pará";25;2003;2
"Marabá";"Pará";25;2003;5
"Marabá";"Pará";25;2003;3
"Itupiranga";"Pará";25;2003;11
"Itupiranga";"Pará";25;2003;3
"Marabá";"Pará";25;2003;4
"Santa Maria das Barreiras";"Pará";26;2003;33
"Santa Maria das Barreiras";"Pará";26;2003;20
"Pimenteiras do Oeste";"Rondônia";27;2003;219
"Corumbiara";"Rondônia";27;2003;12
"Ananás";"Tocantins";28;2003;72
"São Félix do Araguaia";"Mato Grosso";29;2003;39
"São Félix do Araguaia";"Mato Grosso";29;2003;0
"São Félix do Araguaia";"Mato Grosso";29;2003;0
"São Félix do Araguaia";"Mato Grosso";29;2003;0
"Bom Jesus do Araguaia";"Mato Grosso";29;2003;15
"Ananás";"Tocantins";30;2003;43
"Cabo Frio";"Rio de Janeiro";31;2003;64
"Dom Eliseu";"Pará";32;2003;12
"Carutapera";"Maranhão";32;2003;40
"São Félix do Xingu";"Pará";33;2003;7
"São Félix do Xingu";"Pará";33;2003;14
"São Félix do Xingu";"Pará";33;2003;11
"São Félix do Xingu";"Pará";33;2003;23
"São Félix do Xingu";"Pará";33;2003;16
"São Félix do Xingu";"Pará";33;2003;0
"São Félix do Xingu";"Pará";33;2003;2
"São Félix do Xingu";"Pará";33;2003;0
"São Félix do Xingu";"Pará";33;2003;11
"São Félix do Xingu";"Pará";33;2003;27
"São Félix do Xingu";"Pará";33;2003;9
"São Félix do Xingu";"Pará";33;2003;0
"São Félix do Xingu";"Pará";33;2003;1
"Altamira";"Pará";33;2003;6
"São Félix do Xingu";"Pará";33;2003;1
"São Félix do Xingu";"Pará";33;2003;1
"São Félix do Xingu";"Pará";33;2003;0
"São Félix do Xingu";"Pará";33;2003;1
"São Félix do Xingu";"Pará";33;2003;3
"Afuá";"Pará";34;2003;21
"São Francisco do Brejão";"Maranhão";35;2003;10
"Senador La Rocque";"Maranhão";35;2003;20
"Cerejeiras";"Rondônia";36;2003;73
"Palestina do Pará";"Pará";37;2003;19
"Eldorado dos Carajás";"Pará";37;2003;36
"Marabá";"Pará";38;2003;29
"São Félix do Xingu";"Pará";38;2003;1
"Nova Ubiratã";"Mato Grosso";39;2003;2
"Nova Ubiratã";"Mato Grosso";39;2003;3
"Nova Ubiratã";"Mato Grosso";39;2003;2
"Nova Ubiratã";"Mato Grosso";39;2003;3
"Nova Ubiratã";"Mato Grosso";39;2003;4
"Santa Rita do Trivelato";"Mato Grosso";39;2003;73
"Corumbiara";"Rondônia";40;2003;51
"Valença";"Rio de Janeiro";41;2003;25
"Campos dos Goytacazes";"Rio de Janeiro";41;2003;91
"Araruama";"Rio de Janeiro";41;2003;2
"Rondon do Pará";"Pará";42;2003;0
"Rondon do Pará";"Pará";42;2003;0
"Rondon do Pará";"Pará";42;2003;0
"Açailândia";"Maranhão";43;2003;0
"Açailândia";"Maranhão";43;2003;25
"Açailândia";"Maranhão";43;2003;30
"Açailândia";"Maranhão";43;2003;17
"Açailândia";"Maranhão";43;2003;17
"Santana do Araguaia";"Pará";44;2003;107
"Santa Maria das Barreiras";"Pará";44;2003;11
"Bandeirantes do Tocantins";"Tocantins";45;2003;14
"Bandeirantes do Tocantins";"Tocantins";45;2003;26
"Darcinópolis";"Tocantins";45;2003;8
"Ananás";"Tocantins";45;2003;14
"Vila Bela da Santíssima Trindade";"Mato Grosso";46;2003;5
"Conquista D'Oeste";"Mato Grosso";46;2003;0
"Brejo Grande do Araguaia";"Pará";47;2003;5
"São Desidério";"Bahia";48;2003;745
"Dom Eliseu";"Pará";49;2003;12
"Rio Maria";"Pará";49;2003;18
"Luís Eduardo Magalhães";"Bahia";50;2003;259
"Vila Rica";"Mato Grosso";51;2003;8
"Santa Terezinha";"Mato Grosso";51;2003;3
"Confresa";"Mato Grosso";51;2003;272
"Dom Eliseu";"Pará";52;2003;40
"Açailândia";"Maranhão";52;2003;22
"Itinga do Maranhão";"Maranhão";52;2003;18
"Novo Repartimento";"Pará";53;2003;28
"Marabá";"Pará";53;2003;41
"Floresta do Araguaia";"Pará";54;2003;1
"Água Azul do Norte";"Pará";54;2003;13
"Xinguara";"Pará";54;2003;15
"São Desidério";"Bahia";55;2003;39
"Açailândia";"Maranhão";56;2003;18
"Amarante do Maranhão";"Maranhão";56;2003;0
"Açailândia";"Maranhão";56;2003;6
"Carmolândia";"Tocantins";57;2003;15
"Presidente Kennedy";"Tocantins";57;2003;6
"Presidente Kennedy";"Tocantins";57;2003;3
"Novo Repartimento";"Pará";58;2003;26
"Campos Lindos";"Tocantins";59;2003;20
"Ribas do Rio Pardo";"Mato Grosso do Sul";60;2003;0
"Ribas do Rio Pardo";"Mato Grosso do Sul";60;2003;0
"Sidrolândia";"Mato Grosso do Sul";60;2003;0
"Três Lagoas";"Mato Grosso do Sul";60;2003;29
"Brasilândia";"Mato Grosso do Sul";60;2003;0
"Brasilândia";"Mato Grosso do Sul";60;2003;0
"Água Clara";"Mato Grosso do Sul";60;2003;0
"Nova Mutum";"Mato Grosso";61;2003;0
"Vera";"Mato Grosso";61;2003;53
"Xinguara";"Pará";62;2003;6
"Breu Branco";"Pará";62;2003;37
"Ourilândia do Norte";"Pará";62;2003;14
"Rondon do Pará";"Pará";63;2003;16
"Ourilândia do Norte";"Pará";63;2003;1
"Açailândia";"Maranhão";64;2003;15
"Canarana";"Mato Grosso";65;2003;8
"Coelho Neto";"Maranhão";66;2003;0
"Chupinguaia";"Rondônia";67;2003;128
"Santana do Araguaia";"Pará";1;2004;49
"Goianésia do Pará";"Pará";2;2004;0
"São Domingos do Capim";"Pará";2;2004;6
"Marabá";"Pará";2;2004;13
"Marabá";"Pará";2;2004;52
"Piçarra";"Pará";3;2004;35
"Canaã dos Carajás";"Pará";3;2004;24
"Açailândia";"Maranhão";4;2004;29
"Açailândia";"Maranhão";4;2004;34
"Unaí";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"João Pinheiro";"Minas Gerais";5;2004;0
"João Pinheiro";"Minas Gerais";5;2004;0
"João Pinheiro";"Minas Gerais";5;2004;0
"João Pinheiro";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"João Pinheiro";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"João Pinheiro";"Minas Gerais";5;2004;0
"João Pinheiro";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Arinos";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Arinos";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Unaí";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Paracatu";"Minas Gerais";5;2004;0
"Xambioá";"Tocantins";6;2004;9
"Aragominas";"Tocantins";6;2004;28
"Bandeirantes do Tocantins";"Tocantins";6;2004;15
"Carmolândia";"Tocantins";7;2004;0
"Ananás";"Tocantins";7;2004;0
"Araguaína";"Tocantins";8;2004;32
"Cachoeirinha";"Tocantins";8;2004;60
"Xambioá";"Tocantins";8;2004;18
"Araguaína";"Tocantins";8;2004;5
"Araguaína";"Tocantins";8;2004;7
"Brasilândia do Tocantins";"Tocantins";8;2004;12
"São Félix do Araguaia";"Mato Grosso";9;2004;9
"São Félix do Araguaia";"Mato Grosso";9;2004;0
"São Félix do Araguaia";"Mato Grosso";9;2004;6
"Dom Eliseu";"Pará";10;2004;45
"Rondon do Pará";"Pará";10;2004;54
"Chupinguaia";"Rondônia";11;2004;18
"Xinguara";"Pará";12;2004;5
"Bom Jesus do Tocantins";"Pará";12;2004;5
"Tailândia";"Pará";12;2004;18
"São Geraldo do Araguaia";"Pará";13;2004;7
"Marabá";"Pará";13;2004;0
"Curionópolis";"Pará";13;2004;0
"Guarda-Mor";"Minas Gerais";14;2004;0
"Patos de Minas";"Minas Gerais";14;2004;0
"Patos de Minas";"Minas Gerais";14;2004;0
"Patos de Minas";"Minas Gerais";14;2004;0
"Brasilândia de Minas";"Minas Gerais";14;2004;0
"Brasilândia de Minas";"Minas Gerais";14;2004;0
"Brasilândia de Minas";"Minas Gerais";14;2004;0
"Várzea da Palma";"Minas Gerais";14;2004;0
"Brasilândia de Minas";"Minas Gerais";14;2004;0
"Brasilândia de Minas";"Minas Gerais";14;2004;0
"Guarda-Mor";"Minas Gerais";14;2004;0
"Guarda-Mor";"Minas Gerais";14;2004;0
"Guarda-Mor";"Minas Gerais";14;2004;0
"Paracatu";"Minas Gerais";15;2004;0
"Paracatu";"Minas Gerais";15;2004;0
"Paracatu";"Minas Gerais";15;2004;0
"Paracatu";"Minas Gerais";15;2004;0
"Paracatu";"Minas Gerais";15;2004;0
"Paracatu";"Minas Gerais";15;2004;0
"Bonfinópolis de Minas";"Minas Gerais";16;2004;2
"Bonfinópolis de Minas";"Minas Gerais";16;2004;0
"Bonfinópolis de Minas";"Minas Gerais";16;2004;0
"Bonfinópolis de Minas";"Minas Gerais";16;2004;0
"Unaí";"Minas Gerais";16;2004;0
"Unaí";"Minas Gerais";17;2004;0
"Cristalina";"Goiás";17;2004;0
"Unaí";"Minas Gerais";17;2004;0
"Cristalina";"Goiás";17;2004;0
"Buritis";"Minas Gerais";17;2004;0
"Porto Alegre do Norte";"Mato Grosso";18;2004;0
"São Félix do Araguaia";"Mato Grosso";18;2004;0
"Santa Luzia";"Maranhão";19;2004;50
"Vila Nova dos Martírios";"Maranhão";19;2004;8
"Dom Eliseu";"Pará";19;2004;4
"Açailândia";"Maranhão";19;2004;5
"Açailândia";"Maranhão";19;2004;6
"Alto do Rodrigues";"Rio Grande do Norte";20;2004;29
"Vila Rica";"Mato Grosso";21;2004;127
"Santana do Araguaia";"Pará";21;2004;78
"Nobres";"Mato Grosso";22;2004;0
"Nova Mutum";"Mato Grosso";22;2004;0
"Campo Novo do Parecis";"Mato Grosso";22;2004;0
"Campo Novo do Parecis";"Mato Grosso";22;2004;13
"Campo Novo do Parecis";"Mato Grosso";22;2004;14
"Brasnorte";"Mato Grosso";22;2004;24
"Campo Novo do Parecis";"Mato Grosso";22;2004;0
"Diamantino";"Mato Grosso";22;2004;0
"Palestina do Pará";"Pará";23;2004;5
"Bom Jesus do Tocantins";"Pará";23;2004;6
"Rondon do Pará";"Pará";23;2004;24
"São Desidério";"Bahia";24;2004;0
"Correntina";"Bahia";24;2004;68
"Juara";"Mato Grosso";25;2004;3
"Tapurah";"Mato Grosso";25;2004;18
"Arapoema";"Tocantins";26;2004;53
"Xambioá";"Tocantins";26;2004;17
"Ananás";"Tocantins";26;2004;0
"Aragominas";"Tocantins";26;2004;10
"Altamira do Maranhão";"Maranhão";27;2004;0
"Baixa Grande do Ribeiro";"Piauí";28;2004;17
"Conceição da Barra";"Espírito Santo";29;2004;108
"Conceição da Barra";"Espírito Santo";29;2004;0
"Pedro Canário";"Espírito Santo";30;2004;0
"Pedro Canário";"Espírito Santo";30;2004;106
"Altamira";"Pará";31;2004;79
"Brejetuba";"Espírito Santo";32;2004;30
"Brejetuba";"Espírito Santo";32;2004;0
"Ribeiro Gonçalves";"Piauí";33;2004;21
"Goianésia do Pará";"Pará";34;2004;0
"Goianésia do Pará";"Pará";34;2004;16
"Goianésia do Pará";"Pará";34;2004;12
"Goianésia do Pará";"Pará";34;2004;6
"Marabá";"Pará";34;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Bonfinópolis de Minas";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Bonfinópolis de Minas";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Paracatu";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Unaí";"Minas Gerais";35;2004;0
"Bonfinópolis de Minas";"Minas Gerais";35;2004;0
"Paracatu";"Minas Gerais";35;2004;0
"Paracatu";"Minas Gerais";35;2004;0
"Paracatu";"Minas Gerais";36;2004;0
"Paracatu";"Minas Gerais";36;2004;0
"Paracatu";"Minas Gerais";36;2004;0
"Guarda-Mor";"Minas Gerais";36;2004;0
"Unaí";"Minas Gerais";36;2004;0
"Paracatu";"Minas Gerais";36;2004;0
"Guarda-Mor";"Minas Gerais";36;2004;0
"Paracatu";"Minas Gerais";36;2004;0
"Paracatu";"Minas Gerais";36;2004;0
"Paracatu";"Minas Gerais";36;2004;0
"Paracatu";"Minas Gerais";36;2004;0
"Paracatu";"Minas Gerais";36;2004;9
"Guarda-Mor";"Minas Gerais";36;2004;0
"Cotegipe";"Bahia";37;2004;3
"Cotegipe";"Bahia";37;2004;11
"Querência";"Mato Grosso";38;2004;0
"Querência";"Mato Grosso";38;2004;28
"Pau D'Arco";"Tocantins";39;2004;16
"São Félix do Xingu";"Pará";39;2004;44
"Viseu";"Pará";40;2004;7
"Vitória do Xingu";"Pará";41;2004;10
"Porecatu";"Paraná";42;2004;0
"Inácio Martins";"Paraná";42;2004;0
"Porecatu";"Paraná";42;2004;0
"Inácio Martins";"Paraná";42;2004;0
"Inácio Martins";"Paraná";42;2004;0
"Inácio Martins";"Paraná";42;2004;0
"Tucuruí";"Pará";43;2004;0
"Baião";"Pará";43;2004;0
"Tomé-Açu";"Pará";44;2004;59
"Arapoema";"Tocantins";45;2004;31
"Xambioá";"Tocantins";45;2004;0
"Araguatins";"Tocantins";45;2004;6
"Cláudia";"Mato Grosso";46;2004;18
"Nova Ubiratã";"Mato Grosso";46;2004;13
"Rondon do Pará";"Pará";47;2004;2
"Rondon do Pará";"Pará";47;2004;2
"Rondon do Pará";"Pará";47;2004;15
"Rondon do Pará";"Pará";47;2004;10
"Açailândia";"Maranhão";47;2004;63
"Campo Alegre de Goiás";"Goiás";48;2004;7
"Campo Alegre de Goiás";"Goiás";48;2004;41
"Campo Alegre de Goiás";"Goiás";48;2004;67
"Campo Alegre de Goiás";"Goiás";49;2004;84
"São Francisco do Brejão";"Maranhão";50;2004;10
"Senador La Rocque";"Maranhão";50;2004;13
"Bom Jesus das Selvas";"Maranhão";50;2004;4
"Bom Jesus das Selvas";"Maranhão";50;2004;2
"Lajeado Novo";"Maranhão";50;2004;9
"Rondon do Pará";"Pará";51;2004;0
"Ananás";"Tocantins";52;2004;7
"Araguaína";"Tocantins";52;2004;0
"Arapoema";"Tocantins";52;2004;0
"Araguaína";"Tocantins";52;2004;5
"Santa Fé de Minas";"Minas Gerais";53;2004;8
"Barreiras";"Bahia";54;2004;0
"Bacabeira";"Maranhão";55;2004;0
"Pindaré-Mirim";"Maranhão";55;2004;17
"Rondon do Pará";"Pará";56;2004;0
"Rondon do Pará";"Pará";56;2004;0
"Rondon do Pará";"Pará";56;2004;19
"Rondon do Pará";"Pará";56;2004;0
"São Geraldo do Araguaia";"Pará";57;2004;16
"Aragominas";"Tocantins";57;2004;7
"Pacajá";"Pará";58;2004;124
"Baianópolis";"Bahia";59;2004;8
"Baianópolis";"Bahia";59;2004;21
"Sítio d'Abadia";"Goiás";60;2004;0
"Sítio d'Abadia";"Goiás";60;2004;0
"Sítio d'Abadia";"Goiás";60;2004;0
"São Francisco do Brejão";"Maranhão";61;2004;14
"Açailândia";"Maranhão";61;2004;16
"São Francisco do Brejão";"Maranhão";61;2004;20
"Pacajá";"Pará";62;2004;29
"Pacajá";"Pará";62;2004;8
"Tocantinópolis";"Tocantins";63;2004;174
"Porangatu";"Goiás";64;2004;46
"Formosa do Rio Preto";"Bahia";65;2004;39
"Darcinópolis";"Tocantins";66;2004;29
"Santa Luzia";"Maranhão";67;2004;8
"Centro Novo do Maranhão";"Maranhão";67;2004;18
"Santa Luzia";"Maranhão";67;2004;7
"Açailândia";"Maranhão";67;2004;14
"Brasil Novo";"Pará";68;2004;5
"Sinop";"Mato Grosso";69;2004;53
"Ulianópolis";"Pará";70;2004;15
"Anapu";"Pará";71;2004;20
"Lábrea";"Amazonas";72;2004;2
"Caracol";"Mato Grosso do Sul";1;2005;10
"Vila Boa";"Goiás";2;2005;0
"Ulianópolis";"Pará";3;2005;64
"Marabá";"Pará";4;2005;22
"São Geraldo do Araguaia";"Pará";5;2005;22
"Santana do Araguaia";"Pará";6;2005;56
"Aruanã";"Goiás";7;2005;0
"Açailândia";"Maranhão";8;2005;0
"Bom Jesus das Selvas";"Maranhão";8;2005;12
"Dom Eliseu";"Pará";8;2005;27
"João Lisboa";"Maranhão";8;2005;21
"Uruará";"Pará";9;2005;29
"Chupinguaia";"Rondônia";10;2005;19
"Santana do Araguaia";"Pará";11;2005;29
"Xambioá";"Tocantins";11;2005;16
"Santana do Araguaia";"Pará";11;2005;6
"Barreiras";"Bahia";12;2005;67
"Correntina";"Bahia";13;2005;33
"Axixá do Tocantins";"Tocantins";14;2005;40
"Ananás";"Tocantins";14;2005;22
"São Félix do Xingu";"Pará";15;2005;90
"Bom Jesus das Selvas";"Maranhão";16;2005;12
"Bacabal";"Maranhão";16;2005;10
"Dom Eliseu";"Pará";16;2005;5
"Dom Eliseu";"Pará";16;2005;8
"Dom Eliseu";"Pará";16;2005;26
"Tapurah";"Mato Grosso";17;2005;10
"Rondon do Pará";"Pará";18;2005;0
"Rondon do Pará";"Pará";18;2005;0
"Rondon do Pará";"Pará";18;2005;0
"Abel Figueiredo";"Pará";19;2005;43
"Goianésia do Pará";"Pará";20;2005;178
"Confresa";"Mato Grosso";21;2005;10
"Correntina";"Bahia";22;2005;34
"Formosa do Rio Preto";"Bahia";22;2005;52
"Mutunópolis";"Goiás";23;2005;6
"Santa Terezinha de Goiás";"Goiás";23;2005;4
"Santa Terezinha de Goiás";"Goiás";23;2005;3
"Santa Terezinha de Goiás";"Goiás";23;2005;2
"Mara Rosa";"Goiás";23;2005;12
"Formoso";"Goiás";23;2005;5
"Formoso";"Goiás";23;2005;10
"Cambará do Sul";"Rio Grande do Sul";24;2005;35
"Ananás";"Tocantins";25;2005;32
"Centro Novo do Maranhão";"Maranhão";26;2005;37
"Imperatriz";"Maranhão";27;2005;13
"Ulianópolis";"Pará";27;2005;31
"Dom Eliseu";"Pará";27;2005;18
"Tunas do Paraná";"Paraná";28;2005;82
"Paragominas";"Pará";29;2005;32
"Paragominas";"Pará";29;2005;0
"Paragominas";"Pará";29;2005;0
"Paragominas";"Pará";29;2005;0
"Sucupira";"Tocantins";30;2005;36
"Confresa";"Mato Grosso";31;2005;1003
"Correntina";"Bahia";32;2005;24
"Alta Floresta";"Mato Grosso";33;2005;3
"Rio Branco";"Acre";34;2005;12
"Nova Ubiratã";"Mato Grosso";35;2005;6
"Nova Ubiratã";"Mato Grosso";35;2005;9
"Ipixuna do Pará";"Pará";36;2005;23
"Brejo Grande do Araguaia";"Pará";37;2005;79
"São Miguel do Araguaia";"Goiás";38;2005;19
"Bonito";"Mato Grosso do Sul";39;2005;8
"Dom Eliseu";"Pará";40;2005;18
"Pacajá";"Pará";40;2005;0
"Centro Novo do Maranhão";"Maranhão";40;2005;0
"Tucuruí";"Pará";40;2005;22
"João Lisboa";"Maranhão";41;2005;5
"Vila Nova dos Martírios";"Maranhão";41;2005;4
"João Lisboa";"Maranhão";41;2005;7
"Alto Alegre do Pindaré";"Maranhão";41;2005;12
"Santa Luzia";"Maranhão";41;2005;30
"Açailândia";"Maranhão";41;2005;0
"Vila Nova dos Martírios";"Maranhão";41;2005;0
"Bandeirantes do Tocantins";"Tocantins";42;2005;10
"Araguaína";"Tocantins";42;2005;4
"Rio Maria";"Pará";43;2005;22
"Rondon do Pará";"Pará";43;2005;41
"Rio Maria";"Pará";43;2005;17
"Itupiranga";"Pará";44;2005;17
"Campos de Júlio";"Mato Grosso";45;2005;35
"Rondon do Pará";"Pará";46;2005;7
"Rondon do Pará";"Pará";46;2005;0
"Amarante do Maranhão";"Maranhão";46;2005;18
"Bom Jesus das Selvas";"Maranhão";46;2005;21
"Chupinguaia";"Rondônia";47;2005;0
"Ariquemes";"Rondônia";47;2005;0
"Porto Nacional";"Tocantins";48;2005;100
"Corumbiara";"Rondônia";49;2005;13
"Corumbiara";"Rondônia";49;2005;10
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"Luís Eduardo Magalhães";"Bahia";50;2005;0
"São Desidério";"Bahia";50;2005;8
"Luís Eduardo Magalhães";"Bahia";50;2005;6
"Ourilândia do Norte";"Pará";51;2005;13
"Pirenópolis";"Goiás";52;2005;162
"Rio Branco";"Acre";53;2005;12
"Pacajá";"Pará";54;2005;32
"Pacajá";"Pará";54;2005;32
"Açailândia";"Maranhão";55;2005;2
"Açailândia";"Maranhão";55;2005;6
"Porto Franco";"Maranhão";55;2005;0
"Porto Franco";"Maranhão";55;2005;1
"Buritirana";"Maranhão";55;2005;15
"Vila Nova dos Martírios";"Maranhão";55;2005;0
"Camapuã";"Mato Grosso do Sul";56;2005;1
"Chapadão do Sul";"Mato Grosso do Sul";56;2005;7
"Mineiros";"Goiás";57;2005;0
"Mineiros";"Goiás";57;2005;2
"Mineiros";"Goiás";57;2005;10
"Mineiros";"Goiás";57;2005;3
"Mineiros";"Goiás";57;2005;0
"Mineiros";"Goiás";57;2005;8
"Doverlândia";"Goiás";57;2005;8
"Mineiros";"Goiás";57;2005;8
"Mineiros";"Goiás";57;2005;11
"Mineiros";"Goiás";57;2005;14
"Mineiros";"Goiás";57;2005;5
"Santa Rita do Araguaia";"Goiás";57;2005;5
"Portelândia";"Goiás";57;2005;12
"Mineiros";"Goiás";57;2005;4
"Mineiros";"Goiás";57;2005;3
"Portelândia";"Goiás";57;2005;2
"Wanderley";"Bahia";58;2005;22
"Formosa do Rio Preto";"Bahia";58;2005;39
"Rondon do Pará";"Pará";59;2005;0
"Rondon do Pará";"Pará";59;2005;0
"Açailândia";"Maranhão";59;2005;8
"Açailândia";"Maranhão";59;2005;9
